cleaned_text,sentiment_numerical
good yeah fine thanks dreading history tomorrow mood hyperactive year old lmao,1
ew sorry zach,0
know im kidding,1
aww wonder hate u later lol,0
round,1
hate bff groundedd boooooooooo,0
star trek imax wasnt huge screen still worth watching,2
ti sharonp,1
getting ready see cousin graduate gonna miss em,0
shouldnt left,0
missing fun army eclipse sarmy sarmy sarmy,1
lawrence head feel like surface sun underneath beaver pelt,0
loved drag hell upyeah spend day studying plan didnt happen,1
forgot much like song,1
aww,1
cup tea,1
ill wait youtube link,1
finished watching episode ruby metaprogramming screencasts lot cool tip great need coding practice master,2
going twitter english foreign follower,1
city tell brandon said hi,1
love site hoot really enjoy hair cut thailand always try time ir right thanks tip,2
made work couldnt get feelin blurgh,0
hehehehe u want torrent,1
way back home crazy night coast,1
throat hurt cant sleep,0
wow hugh jackman totally bulked wolverine moviebut helloooo nurse he dreeaamy yup crushed spirit mend,1
amr im haha,1
im depressed pretty day everyone either something cantbleh,0
rain outside motivates sleep,2
ok spent like ã¯â¿â½ soundtrack galaxy class starship eve online sigh,1
hey buck love u load love buck,2
wow bed comfy nap much short getting work want,1
exam haha remembrd china buffet king yesterday vair amusing,2
hmmm dollhouse sound pretty good think ima download try watching,2
lived usa would gotto go park aunty life nyc bronx grrr,1
nigs wont get thisnot without check lmfao,0
sftw pot tea,1
thanks invite though,2
looked absolutely beautiful elegant,2
brown thank much natalie hope u well,2
please send youtube link erin watched cooking didnt get see cowboy,0
didnt work unfortunately,0
early morning walkies really arent thing least vaguely warm,1
get right think obsessed hydes voice ive chosen guitar song learn summer time perfect picking,2
good price bulk sm premium sm,2
heading london meet let u know youre still sure time meeting,1
actually post show know happens overflow,1
whats worse fever sore throat cancelling trip see little bro fever sore throat,0
case gigolo picolo,1
yeah im okayy lot happening anyone special moment,1
reconnecting amadeus friend,1
yea headed home change head pelham sad thought suposed heading nkotb concert,0
black good tight say tight good,1
aw say pic doesnt exist anymore,0
today didt lunch cuz wel embarrass self school ok final test final year aaaaa thanx god friend,0
eating chocolate ready break,1
newsreader filling blog yay keep pming blog site love reading,2
testing ymtumbkr iphone,1
home alone one left gummy bear,0
back mellys party fun im sleepy,2
hahayay im cured,2
guess shes type songwriter dream great one,1
know already two week,1
sick sick sick suck cant even breathe properly,0
adding name twitter account learning use amazing thing,2
ooh thats early start ive got bed planned timehaloveyoujonesy,2
allright pastor jiayou book,1
booo best friend leavin weekend ever without,0
oh god oh god oh god new supernatural start tonight new sam dean oh god cant breathe,2
never around sl quiz want water park ticket waaaa,1
hey wife die really confused hadnt myspace little read twit,0
kind excited go school today dont know hopefully good day,2
rainbow unicorn film hour,1
keep reading contract cataract someone bring panera,1
guess internet house raise hand dial,1
friend cancelled tomorrow nothing dothis make sad xxxxxx,0
ugh nd tg bad,0
yall coming today could go graveyard hoorayy,2
hair wont turn whiiite,1
unfortunately im drunk enough lol money get drunk alot though u imagine haha,0
yeah prbly pickin song singstar havent checked last store update dunno cranberry song,1
tonight bad night,0
bristol ish love brunch sunday ruth chris good got sick,1
mom world congratulation,2
better hurry wouldnt labeled copycat,2
sooooo hungry right shouldve eaten wedding,0
welcome twitter friend,2
happy mother dayyy deniseee,2
ben jerry fail got email free ice cream say click redeem coupon click get error message,0
anyone else seen dm notification email say reply web cool accent weird online,0
yayayyayayay toy story coming june though,2
im straining hear hard way,0
u stuck traffic booo,0
fear deserve alot care animal ill get food dont worry,2
living empire hotelfree bottle service rock connection,2
google wave presentation im impressed nice really,1
bud kudos hardcore gym training great lifechanging experience keep,2
brief interruption brb goodnight dont catch u later gotta ck something,2
still miss dont think he coming back,0
dude new star trek burger king commercial bud light burger king proud u man,2
mad hell someone stole pink black leapord print pump wanted wear today god glory hell bless abundantly,0
didnt include taylor follow friday,1
got new silverstein cd aha amazing highly recomend,2
chris came exactly one hour moped around left ended falling asleep,1
im bum today,1
went cd store search cd,1
big welcome twitterlandz grrl really wish could made bettie show glad hear success,2
listening lamb god,1
spilled chocolate milk car,0
hubby promised job promotion didnt move signed new lease n withdrew promotion,1
plus deposited tax return cheque first time year didnt clear immediately,0
love getting gift mail wonderful friend back home miss myrtle beach much little homesick today,1
tomorrow going sooo awkward embarassing light sound last night awesome,1
still feeling weird ex engagement mom made thing worse dont even want still odd,0
band hawaii sublime sound sublime hater move along,1
hockey fukinã¯â¿â½ good hole xd,1
shop smart shop mart,2
yes thats meant dont anything turn hirigana though,1
incredibly sweet good hubby,2
caught tweet got home time last min itv show bgt tonight miss,0
lunch people aikido,1
bad cant come enjoy urself tho,1
watching et today supposed clip new moon hating drag hell,1
oh god literally drove rain hard couldnt see front im shaking,0
mi sausage,1
got sniffle got kid hubby left work sydney weekend boo hoo,1
house probably resembling kind heaven maybe ciarans angel moved hence inability locate,1
good hear several peep working tonight,2
hope,2
actually think ill upset lost data cake mania pretty far game,1
booup dlp sold,1
saw star trek amazing seriously good entire cast excellent spock kirk especially want see,2
aww miss usa,0
seriously quiet lonely without bunny,0
rotc brought climbing wall work coworkers try climb wanted forgot climbing shoe home today,1
ok break back book fun lovely,2
downing glass ginger ale relishing early evening bed said lifetime,1
watching firework bay bridge,1
x yepp like dylan cole better,1
still freakin missing game jonasnewsongs,0
yeah still totally high soooo notlooking forward aug sept,1
dang left rolandos dinner leftover home knew put shop fridge last night left downtown,1
worry,2
sad im going miss seeing pennywise year,0
haha thanks shannon boat got first,2
youre watching thisi love almost died nowshe mean nothing,1
woke hour early study test,1
open hope shortly guarantee though,1
work boo pinups playing uncommon ground wednesday night pm w devon ave chicago,1
got shower,1
he back meeting min,1
even ie would better,2
pinkwind thing vanessa dad sister made sn th grade,1
cant change profile picture facebook,1
lookd soo freaked outpoor wee thing,0
omgoodness finally back dinner fam bam,2
try dl sims realize pc dont meet standard requirement need new pc lol,1
happy clean squeaky clean,2
dont chase shea fisher download,1
hmmwhilst walking city received inviataion suv limo via prom fellow dont date oh boy,1
sickkk two day since summer started suck already,0
retro prom wishing dance im gonna miss great dancing nite still blast drink,1
chose iphone,1
got fight ryan he like cry im dead inside sigggh,0
adam morgannnn jumbo slice,1
bloodypoet whats matter,1
name label picture hadnt added took picture,1
still need see movie vampire,1
happy friday weekend everyone tgif nothing,2
yeah ive seen funny hey honey jill sent box,1
jt snl tonight,1
studio ghibli year ponyo always seems perfect well waiting till august,2
going sleep tomorrow exam review,1
brian cat still hasnt shown upi feel sad sick im afraid he eaten something doesnt look good,0
missing nate usual tonight,0
anyone got ffe account add,1
ill one groovy guy time shortie short photofollows,1
birthday tomorrow jack weekend,0
come never sleep past good,0
snuck window im laying roof looking star nice night tonight,2
downloaded ton stunning beautiful wallpaper go look,2
one go jimmy fallon justin timberlakedoin gibb bros show snl,1
really really bored bad wont know news thats ok brb x,1
cannot relaxing practice graduation,1
patchouli oil incense surge popularity mostly among devotee free love hippie lifestyle,2
hi godd day eweryone im reel good mood day,2
whoo bgt really must multitask art work time though back college monday,1
according mick jagger hindu ragas sfs sort music,1
take big man type sad tweet like,0
better throwing,1
going im stuck seem misplaced remote extra bad tonight well,0
big thanks melody gotta love sunshinelots vit,2
got baby g wach zi lady gaga wear eh eh film clip pink love kay thanks heap win olivia,2
hey let follow wouldnt awesome,2
loving shoe perez looking fine always ohand lady gaga say outstanding,2
eveningpicking npop go dinner ta lum tum tum somtummajor avenuedecided go homenot clubing tonite,1
paper writing til heart content,1
awww sweetie hope mom wonderful mother day,2
yeah dude mike,1
great movie best welsh flatmate,2
got headache hard work today still ready heineken trying finished,0
rachel going lunch baixa lot stuff wanna come,1
got gym wno energy,1
im sad cant go make sad,0
going try warm milk im lactose intolerant haha,1
picture showing,1
take mum jewellery shopping coffee mother day,1
bring hk lounge tomorrow drink till pm kareoke think nice sunday,2
oh completely forgot thirsty thursday oh gaga suck,0
wanna feel chin,1
haul vidphoto slideshow fun,2
feeling great,2
ahhhhhhhhi cant get miley notice,0
coffee brewing musicmonday morning im listening fray here good week,2
wanna jet mirage couldnt get hawaii either someday much love thewockeez supercrw,2
finished yet another amazing book susan elizabeth philip god love book much one read next hmmm,2
oc im seriously screwed havent studied,0
well retired drummer drum roll need read post since take ton time lol,1
new twitter,1
tired heck wanna go home sleep cant cause im wash till daddy get work,0
surfin,1
see star trek cant sleeptoo much action cant wind,1
got freakin macbook hoorayyy freakin deleted phootbooth,1
ok exagerrated twitter bad guess,1
happy mother day tell ur mom thats awesome madre great example archuleta familia,2
good morning however night time bed hug great day,2
know extremely happy wouldnt change world dont want anybody else,2
getting fab portrait ready upload today,2
dsl welcome,2
missing mom today made date every year get flower together yr alone felt weird,0
hot room wanna go swimming,0
weve got pool still boxed need level suitable patch ground set,1
ooo wish he hot,2
new found respect know know konami code,1
work mo sunny today see band tonight,1
ace exam,1
sooo hot day put ton sunblock jogging still think face burnt though,0
name jason sunshine work,1
took forum access away fail,0
lied last weekend said wouldnt get upset fyi,1
hahaha guess reinforce skate haha remember u r friend semigod gluten intolence,2
yeah want know,1
day go oni think im gonna write song still thinking itã¯â¿â½s impossible get true friend,0
omg meant youre perfect wolverinesir hehe,2
hanging babyy,1
yet early,1
tron oh god whose tire,1
arabic girl who online every one sleep,1
ate something dont know keep telling thing food,1
good morning iã¯â¿â½m soooo tierd,1
n get,1
wanna tonight,1
going bed brain cant focus need fresh new start pray god grant fresh tomorrow,1
well nothing flash different chocolate change good meet u yesterday gr atmosphere discussion,2
took antibiotic still feel like,0
guy lived city pariswhere u spend entire life trafficjamgrrrr used anymore,1
nomore adventure time,0
happy bank holiday monday tweeteramas ill spending day yoga ocd attack,2
lauras gone weekend miss already,0
nutella croissantmangomeloncoffee lovely stalk iris breakfast bed courtesy n house til noon,2
whuuurrrrr gland really swollen guess weekend blow,0
spare time seems twill spent homework weekend,1
lazzzzzzzzzzzzzzzy monday bank holiday nicole havent u direct msged yet,0
yummy yumcha mother day mum dad arcel eggpants yuuuuuum,2
thing twitterer could without src like guy,2
wanna bea well bea,1
lol catch u,1
stupid wireless,0
hahaah cry blowing fuse typical move,0
spirit week tuesday make eight die later school wednesday thursday finally sleep friday,0
ready jonas brother experience real brother included,1
saw thumb playing virtua tennis,1
im sorry parent coming around gonna eat househunt richardson raaaain cheeeck,0
saw dooope bmw series parked top backto bad raining,0
laundry time lot,1
ha ha thankful dragging mountain today,2
great time mpix shootout great thanks mpix,2
weather lovely im headed home via supermarket planning spend quality time knitting tonight,2
sad ending softball season,0
woman science technology conference la jolla interesting day met really great people,2
well gonna fit big long advertisement,1
musem equaled fail hall life closed cause construction,0
joined twibe visit join spinner know respect spinner need coffee,2
im gonna miss guy much thanks making year senior school amazing,2
good night,2
rain doesnt go away im staying bed week til mommy get,1
much enjoyed whats name article,2
yeahh,1
hour till mother day party yeah,2
arrr bummer want win,1
eating roommate cereal sorry bro,0
good news tooth,2
yeah im behind classic cinema calendarmaking havent time go see anyway,0
aww little girl britain got talent actually love ant n dec oh simon cowell,2
done class freshman year,1
amazing due time constraint could visit meadow pine forest shall post image later,2
press previous page,1
whats wrong drphil shamefully loved show able watch,1
love love say love,2
didnt favorite spotter last tweet go phone,1
eeek coming im soo excited see thursday,2
thanks annoying,1
tired phone walkman work like charm l need better video wap really thanks yesterday buying album,1
biggest crush pink doesnt know im alive,1
happy mother day everyone,2
emergency radio iphone awesome listening johnson county sheriff live scanner stream,2
thanks much belated followfriday shout payingitforward,2
momma day may th dont forget something nice mommyyy,2
brah u happy,0
hah ima knock wood pc never crashed yetnor laptop im careful stuff maybe thats,2
history,1
happy birthdayyy hope awesome day didnt see next last night,2
oprah guest ever saw one,1
haha shaved facial hair except moustache cause thought would cool made look gross,1
new deleriums music video mixed tiesto guess bill leeb finally forgot music root,1
alexander course dinner wearing someone elses red wine,1
nice day like make miss alki,1
fizz he really new people dunno em said hed try,1
concert hope make guest appearance,1
arent though lol he work miss blah wut cha,0
keep trying invite think shes afraid,0
thanks followfriday see u south african holiday fri,2
ahhh u know really suck sprained toe ouch,0
july,1
denomination im library everythings blocked,0
emoticon christian,1
good luck service tomorrow wish could see guy vacation,2
hey sorry got last night,0
yo thomas thanks follow social medium director disney thats awesome id like learn let lunch,2
gosh miss singer theater miss learning music acting exercise n especially miss onstage,0
good episode top gear tonight,2
awhile ago freaking hot wet turn,0
sad tweet twitter someone misspronouncing word kto make fit card would tweeted,1
ta babe know love curried,2
nooooo dont dare lol im gonna cry hair,1
found thing looking,1
sad pay,0
made vid proving skill denied step dad said hed disown posted sowey,0
aww helpful getting sweepy si say whipped cream bed save u,2
perth ford falcon new ad received posted hcc site soon,1
doneeee wheeee hahaaaaaaaa tired sleepy peter u suck coming bday,0
monday morning bathing soooo relaxing lady luxury would start every day like,2
msn crash way much hmph,0
im angry right today im doind nothing classmate yes think stay friend mrcomputer hope,0
social saw g,2
hey thanks follow,2
enjoyed star trek please,2
baby god sad really oh well life partaaay xxxxxxxxxx,1
cant sleep darn frustrating,0
dont want complete hypocrite attended rrated event timing ironic,0
hey dont write yet little girl youre middle ride,1
one prized magsbookannuals dunno others published prolly google,1
awarded first ever credit card,2
tt ridiculously sweet,2
sorry hear,0
hey pretty good sucking daughter exactly glad see alone good luck mom,2
lester guessed yesterday think something cop out,1
starting account year,1
say happy mother day mom,2
yay particular,1
work ill watch later even though,1
oh final msg didnt review boardgame bookchaseã¯â¿â½ telly didnt even get nice letter,0
staying afterschool today friend id tell em text lol likin u,2
wide awake scoffed pizza feel like sumo weak day run tomorrow,1
ill post,1
honor,2
man boring today tweeting guy,0
yes twin wontt watching,1
cut thumb saw small metal,0
loving mortal combat right,2
sbarro dinner krispy kreme dessert mmmmm healthy,0
im depressed againugh help,0
spellingis awful twiiter,0
snowbear finally come outcongrats che warren,2
oh stopped,1
start diet today think face never get back kilo unless cut leg offã¯â¿â½,0
mmm pizza dinner yum burnt mouth though,2
screw fact cant post long update twitter,0
awake hate sickness,0
beat dont understand,1
inspired blog something inspirational haha,2
happy mother day everyones mother motherstobe grandmother great grandmothersall woman salute,2
hailthunder storm power keep going suck,0
tweetup loc dont recognize anyone outside turquoise shirt please see gc,1
yur awesome mother keep good work,2
pissed bluetooth headset battery lasted cell battery gg moto q,0
please dont get watching bb,1
ayy fml nothing perfect,0
day started wonderful kid cry kitty missing got back posting sign around,1
love dawn chorus noisier better miss church bell toocrazy knowwas going cycle friendnot,1
sure real state market moving confused either hold go ahead plan,1
know annoying there german sayingpleasant anticipation greatest pleasureown translation,1
friend request tomorrow im blaming nite,0
namaste hooray monday undaunted wakeup consider london feel justified bright side everything,2
listening busted miss,0
great idea,2
want sleep xd song head make crazy dont know write song hahhaha,2
would one plese suggest great thriller movie,2
dennys shut winter mile get one,1
yes think unless changed sent u happy mother day text u never responded back,0
one kit brought mouse eating lobby im sure feed enough,1
fenton didnt even finish cleaning room cuz went party ahhhh still messy,0
didddd met,1
unfair good rock show happen blore pune,2
knackered awake since couldnt sleep started work coffee toast sound awesome chris busy,2
dont care netsexor cam route heaven however lobster sound super good im almost tempted go get,2
nevermind beyonce doesnt twitter haha,2
claire lol buy u big star war pant xmas,1
dont ever turn part brain talk thats fun come,2
sabido nada de ti making bit sad must say,0
missed math trade,0
wellington monet exhibition casually bumped wayne brady hotel lobby mega exciting,2
bed girl,1
queen like,2
think blog shouldve list,1
going die tomorrow night,0
hell yeah missed u last nite lol u like opinion,1
nooooo working weekend,0
pair fringe tuesday smell like win imo well,1
last scheduled corn dog oc shift,1
finally finished exam home watch otalia pbp bpd otalia today hmm via,1
getting ready day work till close,1
justin timberlake andy samberg mother lover skit snl great,2
want text first everyday,1
yeahh two time weve stood next special time,1
thought id tanned hour sun wrongive burnt,0
song tay vid katy perry,1
work disneynot cracked ta,0
wtf rehearsal got space room booked brother stuff right cant transfer another room studio,0
broken cant c,0
saying something dont fully understand please let know,1
sure cant get tweetdeck work computer want know hype,1
mega burguer lunch yesterday,1
whoooooo im gettin extra hour today afterwards im gonna see get marigold mum,1
bored cold tired lethargic feeling man great holiday monday,1
might also want include never wear moonwolf,1
go ticketmaster site say lisa williams event found,1
hey guy sun make day gloomy,0
texting friend bored gosh hate rain,0
replacement iron ring arrived shiny bit jagged original,1
shopping,1
yup working couldnt recover anything though,0
rearry rip youd never guess ate,0
well following think interesting right,2
id love see,2
andersen thank eric glad u appreciate,2
hour workcry cant survive weeelcome wonderland sing along,0
anyone ticket mtv movie award guy scammed,0
beyonce help day im starting get sick,1
fine ill get miso soup street,1
nothing evening missing lifestory,0
awesome ruined white clothes never remember separate,1
weird waking bed slightly comforting miss group im loving using pillow,1
skipped could get messy rofl,1
computer geek entertaining think,2
miss,0
thats good sentence,2
making people unhappy dun like unhappiness,0
oh god look use twitter hopeless,0
studying econ test,0
problem think great thing reflect,2
yeahi hope turn minute,1
see unveiling new lr arrangement official event planned,1
iamkiara im sick fell last night outside coz putting something bin,0
hear cant think layout either lol ive trying dont know long,1
yay got internet itouch working,1
nice elise rolled thas wassup fun lady,2
safe ride coast dont going even though windy smile cuz u know u better,2
sleeptake twothis better work,2
wear glass today co right eye swollen dont know,0
lafff rain,1
love boy make happy look sexiest plain black boxer p,2
grrrrrrrrrrrrrr ive barely read,1
rocksteady pt ii,1
woohooo cool see knew u would get see,2
convention doesnt look great year going vega sound much fun,1
yes blame,0
picture zack saved bell,1
cant fix guess ill write get bored watch tv man lame,0
wish happy mother day mom,2
potter also category hehe love much,2
google maybe actually knew answer lol p put uo pic already last night im getting anxious,1
super excited bought tix see hey monday svetlana j denverco,2
woop right try get sleep haha hot good nightt x,1
guy neither itã¯â¿â½s getting better,2
try fireflight first female fronted metal awesome unbreakable album would good start,2
hows possible rain forecast pinkpop ticket,1
im sure tweet business simple thing difficult,0
june chino hill ca day rained n june socalwe outside grad move gym,1
walking street harlem home sweet home,2
rod stewart new song,1
like clarify unable acc review vibrator testrun invitaiton freebie,0
momma martini went food shopping without,0
live small market deliver dayold bread food bank time really tough even,0
good morning friday start work week lakers going take th w tonight woohoo go lakers,2
really tired work whole day tomorrow thought depresses uncoooool,0
james cameron touch something revolutionizes someone else come along,0
kno im sad evry leavin horrible im supposed b happy summer cant ima miss evry,0
nacho tudor think,1
good morning dan bday plan getting exercise today love ya see nyc,2
found friend son fell ft shaft onto concrete today alive least dont know much else,1
tired sad,0
theyre gone,0
whats fault,1
wish calling cant malta,2
hardly worked last two week losing weight fear im losing muscle made doc appt injured foot,0
u say shoutout nikki please soulja boy tell em live live,2
hide berry like slave regularly today caught massa im def light enough juice pouring slave,1
diamond compã¯â¿â½tition yaayy tomorow diamond dance best still montrã¯â¿â½al,2
sitting waiting go gymalmost left realized never charged ipod trip wisconsinits dead,1
fighter christina aguilera love song,2
warmed nicely outside suck stuck inside coding,1
sunny day vivocity yupz showered run airconditioned mall,1
know law rebel small thing,2
thanks tweetstats confirmed long suspected twitter keeping way late ht,2
babylove em homenagem ao baby,2
wont going oxford internet institute sunner doctoral programme brisbane lack funding,0
dont saw movie,1
ur pic nice look cuteoh,2
watching film recovering operation,2
day computer end dang hate allowed computer,0
im going kill tt wasted hundred download realised got wrong one,0
guy follow rx twitterwar dd go ginoooo,1
school going absolutely horrible today peace,0
lucky im jealous even though dont like much,0
sadface,0
get feeling going make wait get home tell im denied vittles bww,1
hand oops completely forgot,0
problem least look floor wont see banana skin brain step almost got killed,1
dam missed hollyoaks nite,0
there relisting fee dont complete sale suck,0
coach imho soft best keep chaos straight,2
childish lol co one said pic jake earth made vomit,1
err think theyre like buck ticket cause expensive,0
aww stanley still got live like year right x,1
leon look supa fly mini couch,2
carter hey brian littrell doesnt really like kinda page rigth kiss loev guy,2
go uga liked better knew ha,2
trouble breathing painand fever,0
im feel deflated ugh dog,0
grant hey donna lovely see twitter,2
read something happy,2
good morning rsa twitterverse please send happy vibe cheerfulness today im feeling little sad,1
clonecloud actually distant processor provisioning like idea,1
well nice loving new friend organiser,2
recession,1
reeeally wish could havent n whilewhats goin lately,2
also swirly flat white,1
posted world pinhole day love picture,2
oh poor atleast get paid staying back,1
ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala love songggggg p got lost morrison,1
look sooooo pretty love dang wish ny could c u ur thang,2
lmao yep,1
aaaaaaaa hate winshit,0
ugh hate car miss little ford focus,0
every mom mommy mother happy mother day hope something special fun today,2
go work,1
soo love beyonces song smash,2
back pakistan,1
huge headachegoodnight,1
suck,0
thats said,1
good time must sleep lol gym dance rehearsal like hour,2
trip really great cant belive summer,1
halla ok got cold trying ignore,1
tweeting ally court last time sad sad moment,0
iddon blerrrrrrrrrrgh im hot sticky,0
dinner eating bangus fish,1
feel ill think im dehydrated,0
biology final today home prepare psychology,1
think steph enjoy first mother day tomorrow,2
got home school assignment,1
lt training today ehhh hard tall hard feel good sunday race day raining lost mud,2
who going see reemer wednesdayy kirsty going im well exited,2
miss u roommate,0
jersey weather good charity drive,2
oh didnt realize well already work today still car dont ask,1
im sure would make mr koons happy,2
happy mother day valk,2
know im wrong give one chance sent,1
would like gaming system,2
ive since im hour tomorrow,1
rosaen love new bracelet im proud sistayou rock girly,2
going home enjoy left day cant believe quickly week flew time tweet,2
laze bank holiday law,1
potluck danielle taking veggie tray miss,0
think cold getting worse better cant stop coughing really suck,0
time start unfollowing people think,1
tix limboas usual upssucks,0
oooh gosh google wave looking pretty sexy lunch time though back powerpoint significantly less sexy,1
go bq new outdoor furniture,1
sachie yna doesnt know password yet,1
interview picked ny probably forgot blogtalk radio,0
hard time falling asleep,0
oh kasa please lose hair,0
im thinking bout life need bed fiance bed first,1
flat tire city,1
hate exam first time last time school im year yaaaay,1
hope u alright final,2
hey socialmediatv im new recorded show viewable later thanks social medium tv live,2
hello everyone im sitting rocking sam air best classic rock station twitter,2
schwarzenegger proposes closing state park,1
bambi eat,1
home pukey boy poor little baby,0
he amazing jockey saw clydesdale commercial tooloved,2
let know go babe good luck,2
good morning since quiet,2
amazing night drive,2
sam go shoot self,0
midnight icecream weather bored,0
gun rose baby yay hopin would blipfm,2
kinda like car situation lately prevented participating due carlessness,0
sooo childrens museum closed fund raiser got annoying,0
free good nite mean good nite wateva,2
pulled direction knowing go,0
im senior already,1
yea someone getting best,0
cleaning day today run stuff setting schedule week feel much better calmer,2
using yahoo pipe combine feed doable reliable guess,2
sometimes spam leak message board,1
thats odd lap maybe thats cat,0
cuz feel way,1
leaving work going crystal search license picking bia heading vega ugh im tired already,0
finally xmen origin wolverine arrived time play game like mad man time review patrick,1
love album guy cant wait official release curious top softsynthsdaw used,2
thanks nice blog post however given cred since done least half work,2
chirstina said shes gunna twitter partner,1
yr coworkers hogging jukebox union jack,1
love much tay youre amazing come denmark love,2
buying pretty shiny bead thing feel quite girlish,1
enjoying cool breeze beach help relax unwind,2
shuld dance like seriously best thing haha see yu tomoro,2
cant stevie wonder gabe called sleepypants gaby,1
new orleans since katrina,1
cant believe already friday omg done,0
alixs graduation party,1
bioshock fantastic first time played sleep bioshock tomorrow,2
love song starting think one knew one sameperson,2
swing didnt get close,1
suck dont drawing tablet,0
month left high school thank god ready summer,2
musicmonday nicest thing kate nash,2
need sleep,1
lucky e went jealous,0
lately ive waking sun face today,1
x glasgow,1
ha first request sending paper copy thesis,1
looking forward driving storm,0
omg much fun watcing house bunny courto isa ledge sending link,2
imma miss dem kobe nd bron commrcials wen cleveland get knocked doe wer funny,1
thanks man appreciate rock sir,2
want new hair frank wont talk,1
want see badly,0
thinking excited guy move realized sad see go,1
really sorry becausei looking forward thought itd fun u wanted hear itiowe u beer,1
sick year omg suck bad sickness ended including full restroom cleanup,0
song,1
working attempting keep squirrel away squirels jesska stick spider,0
shrug funny plus know enjoyed tweet love,2
s au fshionwk zimmermannillionaredhini gail sorrondaromance bornlisa hocassette societyloved tutu balmain ispired,2
day crappy want cry,0
friend going jealous,0
sad leave beautiful apartment,1
still craving cheeseburger,1
dont say,1
cup tea cold tasting really good,2
never realized good techmeme actually read duh avid tech crunch reader much better,2
make full girl,1
heyy,1
radio royal transmitter packed today good anyone got spare shed lol,0
lol wow thats good haha still cant believe mother day,2
saw cute movie passed place called peasant kitchen wtf name kinda sad,1
across water damned expensive,0
guess im gonna try nap thing day since kid havent cooperated yet week im sure day wont different,0
another week begin one got better last,2
im following im following im sorry ahhahah missed,0
bear like,2
ugh need job one hiring,0
way back dublin omg didnt hit bed sleepy road back good ole dublin p,1
dont wanna work hour shift today id rather whisper sweetnothings earpiece lady friend cellphone,0
internet drawing im backing blackberry file could take hour drawing prep done,0
make decision like always choose black,1
im suffering restless leg butt syndrome,0
hey next uk,1
hope nice relaxing day hope well wishing best,2
got go work slight hangover gd nite thou,1
happy mother day vicky mother read,2
im sunburnt arm burnt mouth skin coming,0
staying home im badass,2
really bad one also classic,1
want summer sprinkling still,0
birthday weekend cant find ex hid dane cook ticket tomorrow wtf thats wanted birthday,0
voter paint peeled skin maybe skin peeled voter paint,0
wakenbake monday,1
cant say ive tried havent tried sword either yet anyway,1
weekend probably best still another day go,2
testfest weer een groot succes,2
pool today stupid weather,0
really know feelin wish could hug,1
getting early,1
im going estonia woohoo,1
stjohn thats hope,1
meant looking like tiger stupid predictive text,0
finished playing mahjong lost mag weisheng,0
new site stuck google sandpit test skill come back,1
thanks im twitter,2
im oh bored buut almost day til leave france,0
overcome whatever dart enemy may try stop weve gotta stay focused tweetz god bless,2
kimmeh miss however humpthestump rest life,0
cant help feel today massive michael jackson rumour day cue mj hater,0
ive made way round park jogging quite pleased th outing,1
ipod died today,0
new van nice one,2
birthday girl house tweet tweet suckas,0
finger hurt,0
following new sanctuary fan see wonder sanctuarysunday good meet,2
old blue g slow code nowadays laptop ive borrowed work let lounge browse,0
es since away come tucson,1
saw blink show tmobile party im speachless,1
homework ew fml pull nighter think im gonna,1
u go lmk let go together,2
watching tiny nephew perfect baby,2
happy mother day mom tough job totally worth,2
gave tumblr api isnt pointing private account,0
oh insomnia hate im bored staring ceiling cano go sleepnow please,0
two oclock please come faster,1
nooo dont know whyi click tweetdeckmanualblinkair doesnt run sad,0
arcelay got chased male chihuahua looked like pregnant today black,1
walked home rain,1
ahaha thats okay thanks,2
u two fighting,1
indeed twitter mate happening enjoy hope see arou,2
want say youtaylor swift hayley williams great lovely voice,2
watching ha got new photo myy room waiting ulise get home,1
playing skate two hour need get actually skate late,0
drive automatically ejecting supported disc ie cdr cant boot disc time applecare,1
omfg one worst day ever,0
love dreambears want best friend,2
rofl,1
louise bless ya know feeling well,2
working graduation shame,0
penguin win ot probably busy one game win,1
dang stuck fantasty pick,1
oh hahahahahaha seriously tell wait staff look great time easiest nice thing,2
subway im going get subway love ate often new zealand,2
eh june th going signing th think x,1
designing,1
green day boulevard broken dream hinder lip angel howie day collide nice song,2
watching snl love life hosting,2
made wish,1
listening maylene wondering cant pull many cool southern metal lick,0
poor tony come play scrabble facebook,0
awe,1
follow,1
love app thing hella awesome bro,2
ah gotcha well im curious hear thought wolverine actually went saw,2
need buy iphone good app work wifi though,2
wanna something tonight work dunno,1
car alarm immobiliser make incredibly complicated costly key code neither immobiliser,0
hello twitterfon im glad youre back,2
think follow follower stalk please,2
finger crossed,1
awesome tell good might watch,2
mgm grand mraz stage doubling back opener lot old memory flooding back,2
quite muchhmmm product u canada idk covergirl,1
almost ready new beta found showstopping bug please standby,0
hug,1
sister cry eye hubby called iraq spoke n minute heard popping sound background call dropped,0
house sad looking without furniture air mattressing night im officially moved knoxville,0
uhohits becoming grey hope one popup shower way,0
girl know beauty price,1
gawwddd headshotss inna row im fyaaahhh,0
officially start end summer oh summer school,1
oh mann likey sadly im bein auctioned twpp tonight,0
ill catch last second,1
ugh foot feel like theyre going fall,0
going bedgoing back korea tomorrow,1
hell yes im late,0
perhaps see twitter version pulling someone pigtail let know work,0
im advert makeawish foundation cant find photo kid looking close death thats good thing kid,1
hi isla hope,2
min till baby back work,1
need pizzacant get office,1
